# n, config_file, trace_file, graph_file, save_dir, Sample Rate (kS/s), Duration (ms), Trigger Channel, Trigger Level (V), Trigger Edge, channels
# 9, Z:/Tweezer/Code/Python 3.5/PyDex/monitor/dqconfig 01.07.2020.dat, DAQtrace.csv, 175MHz.csv, Z:\Tweezer\Code\Python 3.5\PyDex\monitor\AWG_power_calibration, 20.0, 200.0, /Dev2/PFI0, 1.0, rising, [[Dev2/ai1, 940 tweezer, 1.0, 0.0, 5.0, 1, 1]]
# name, start index, end index, [channels]; ...
# Slice0, 200, 3799, ['Dev2/ai1']
# Run, Slice0//Dev2/ai1 mean, Slice0//Dev2/ai1 stdv
126.0,0.6259694219420352,0.0005316983785514559
219.0,1.456713987215933,0.0010265484359042731
7.0,0.0035361976706229,0.00041871606601308635
103.0,0.4391831660857329,0.00043051060008031605
204.0,1.3517073616462518,0.0007144048081170421
157.0,0.9235515785908784,0.0005513381438957412
72.0,0.22569060887110973,0.0004431534583940441
225.0,1.5011100185005242,0.0010927126746016116
107.0,0.4746080407013651,0.0006820542478945744
147.0,0.8217973723150743,0.000523182049898415
93.0,0.36025500026259905,0.0004426454457357162
188.0,1.2158445868625662,0.0006821967020915218
44.0,0.08529670932524189,0.00041433617958873956
23.0,0.025234892107558807,0.0004157695637498698
31.0,0.04439917069495088,0.00040244192495611443
161.0,0.9529069232139123,0.0007403833620463969
29.0,0.03945149740239856,0.0004147590591574069
25.0,0.029560219971998945,0.0004051842843043042
101.0,0.4196900583781097,0.0005166668938218084
116.0,0.5341273725787669,0.00045721789125038973
190.0,1.2293999267915325,0.000881793929660607
91.0,0.34552860841522925,0.0004498112027321531
151.0,0.8545131131076342,0.0010866385384680057
250.0,1.6377689019060744,0.0004858726746995769
52.0,0.11902721826677852,0.00040944349573802485
64.0,0.17838055715133305,0.00041440913929547367
89.0,0.32996859750850244,0.0004249948079192738
66.0,0.18828610047363137,0.0004270273826971605
159.0,0.9327488809924418,0.0006443091242212631
149.0,0.8374464160163922,0.0006291698166782402
239.0,1.5853791575795861,0.0012050635539930263
19.0,0.0177388123681525,0.0004126636417194098
83.0,0.2883485760112182,0.0004033878429891854
120.0,0.572230644476753,0.00041490348509312436
54.0,0.1270269539195358,0.00041725379637162037
200.0,1.31014634695947,0.0012034605575172376
194.0,1.268246092988862,0.0009836624123131606
42.0,0.07726382667177675,0.00041245746056683226
13.0,0.008935405022485661,0.00041973324132347763
198.0,1.2877309236813392,0.0005854515519582157
235.0,1.5530134595418303,0.00046200388683847093
221.0,1.4788827178255368,0.0013254634995462581
210.0,1.4145090275446561,0.0007457980183942299
112.0,0.5101721817164199,0.0004443263858198593
68.0,0.20195397189452208,0.00044216664834081205
85.0,0.30257231710489557,0.00047378514545921813
237.0,1.5663420898117617,0.0013419298876119654
155.0,0.900970584623497,0.0006046917008125517
233.0,1.5539430035072332,0.000999152654431529
97.0,0.39448396290435916,0.0004647759561366173
165.0,1.0029842312971813,0.0005843427410636565
56.0,0.1375797140903815,0.000417844042141324
70.0,0.2123601990613825,0.00042071432074730506
227.0,1.504966315203653,0.0008190013004221786
142.0,0.7820111113254462,0.0006108412601632302
173.0,1.0815775673734733,0.0008990399428041687
247.0,1.6350995995783484,0.0014341584526533012
87.0,0.3201929898469753,0.0004559114939414253
163.0,0.9814443319240235,0.0005161939535878834
48.0,0.10121306066524689,0.00041781484255193634
212.0,1.4149884069494871,0.0005845400433776908
124.0,0.6144338946194512,0.0004948433545773782
