# n, config_file, trace_file, graph_file, save_dir, Sample Rate (kS/s), Duration (ms), Trigger Channel, Trigger Level (V), Trigger Edge, channels
# 9, Z:/Tweezer/Code/Python 3.5/PyDex/monitor/dqconfig 01.07.2020.dat, DAQtrace.csv, 142MHz.csv, Z:\Tweezer\Code\Python 3.5\PyDex\monitor\AWG_power_calibration, 20.0, 200.0, /Dev2/PFI0, 1.0, rising, [[Dev2/ai1, 940 tweezer, 1.0, 0.0, 5.0, 1, 1]]
# name, start index, end index, [channels]; ...
# Slice0, 200, 3799, ['Dev2/ai1']
# Run, Slice0//Dev2/ai1 mean, Slice0//Dev2/ai1 stdv
126.0,1.0039645687435144,0.0008589456950337654
219.0,1.8628229015891347,0.0017526450474379957
7.0,0.00503655661349091,0.00041219817042852515
103.0,0.7195708554167457,0.0004266019743971609
204.0,1.8047350354423042,0.0009161146213438838
157.0,1.4347729010424548,0.0012278381017785888
72.0,0.3802148197026474,0.00044879485143382153
225.0,1.9047951868627078,0.0014350626130961816
107.0,0.7852346282337713,0.0005842938509234689
147.0,1.3041501978415424,0.0008782959038694218
93.0,0.6033271790417212,0.0004550027220988179
188.0,1.720642016584492,0.0008578521666499913
44.0,0.1445907472437803,0.0004196796682114528
23.0,0.04216724041365807,0.0004335556767081214
31.0,0.07477348492444,0.0004268194483450335
161.0,1.4543725487580135,0.0014188164624723664
29.0,0.06617513304360192,0.0004138111938072597
25.0,0.04911650488294165,0.00041165608963397
101.0,0.6893349080440867,0.00045847867631388257
116.0,0.8734627604252493,0.0005465919549891834
190.0,1.719175163894765,0.0013746719372396351
91.0,0.5779796622575327,0.0004279367424665059
151.0,1.3495456056892894,0.000805004699834085
250.0,1.9759704277471504,0.0008951650716831942
52.0,0.20206877570584145,0.00044577068702924324
64.0,0.30015197268009614,0.000447030879396078
89.0,0.5479695825762825,0.0004263353645167498
66.0,0.31568519084348706,0.0004244538963764671
159.0,1.4346350080152441,0.0014792650363040214
149.0,1.3218830681242846,0.0010366035945652858
239.0,1.9558095558337183,0.0010051621392276771
19.0,0.029547692596453103,0.00041310062440760235
83.0,0.48374018213332187,0.0004460737993977593
120.0,0.9330444177857384,0.0005157540968456794
54.0,0.21456940663928448,0.0004439382611383776
200.0,1.781723641155885,0.0011373208821123945
194.0,1.76909927696041,0.0009683171547833882
42.0,0.1321316769316898,0.0004400977394067151
13.0,0.014208607109557363,0.0004066438947977637
198.0,1.7640579898157582,0.0017057959194162631
235.0,1.9412784477796183,0.0016019476272103395
221.0,1.9140583182280801,0.0007755922355631035
210.0,1.8824723785486932,0.0005651827676668843
112.0,0.8487865403736169,0.0006312062117086919
68.0,0.3411771271783843,0.00046967039316288565
85.0,0.5058964580080791,0.00044496944446387253
237.0,1.9347493160436953,0.0023796942804986863
155.0,1.4174093072509444,0.0006249680508399127
233.0,1.9525511390949044,0.0004740659757077859
97.0,0.6612455806811633,0.000574587516674801
165.0,1.5343187497720236,0.0005054743530698028
56.0,0.23382887801177218,0.00042972633435034625
70.0,0.35753436430316154,0.00045036454643809516
227.0,1.9043479022136292,0.0014842034158958752
142.0,1.2570956020423136,0.00053791522614744
173.0,1.6239899200069972,0.0006508089896825324
247.0,1.9994203522411977,0.00047358933707037547
87.0,0.5398949524141802,0.0005495745895641583
163.0,1.5195468161174748,0.0008814306614519734
48.0,0.1731775351694732,0.000433301390508598
212.0,1.863568558721303,0.001385239277974623
124.0,1.0040472312799433,0.0008828558498897479
128.0,1.0558330284437956,0.0004909492360246499
122.0,0.9717175856942446,0.0004370953044455317
81.0,0.46484262655018893,0.0004923143555902554
177.0,1.6452101029756874,0.0008774139499110638
145.0,1.2865545358973836,0.0004839803154625112
138.0,1.2034490384874386,0.0007542591323250631
223.0,1.9188308635730982,0.0009964453483028246
130.0,1.0973438502232729,0.0005738126041128004
50.0,0.18809956142793743,0.0004306013515692715
245.0,1.9715122101801665,0.0018681501841162499
202.0,1.8411321853077007,0.0008399178152825602
208.0,1.883541829028306,0.0006930601952169199
99.0,0.6932053220657753,0.0005281563037709673
37.0,0.10897783932096555,0.00040494675270156015
179.0,1.671068957658868,0.0009251560409475123
105.0,0.7626047216842906,0.0004475677813093169
206.0,1.8502962370552392,0.0009669207793834883
62.0,0.2890118869855763,0.0004593381340800265
114.0,0.8675644615354561,0.0006322932992160242
153.0,1.3922816434593255,0.0006298961861532253
11.0,0.010829553328917206,0.00041497578248945706
243.0,1.9653566605155086,0.0013833347369107249
229.0,1.964108853435081,0.0006439031549463066
192.0,1.8024889206077748,0.0008121251939077395
75.0,0.41146830185294003,0.0005082933146166039
109.0,0.8210669888312716,0.0007391135538763214
231.0,1.9588873304765995,0.0009750233125680225
184.0,1.7417925769235378,0.0011224078166669632
169.0,1.620695435216482,0.0008580224799835726
196.0,1.84033120634866,0.000521965904629568
175.0,1.6859950712419185,0.0012014320206702209
241.0,2.0192290887395936,0.0015319382475009007
186.0,1.7794863506583427,0.0018182518165326211
33.0,0.08947234892961863,0.0004254422539751173
167.0,1.5855605309210254,0.0009172342803153334
95.0,0.6452930973399335,0.0005028123760901716
132.0,1.1335673363571195,0.0005496930726762461
5.0,0.0032239734136687488,0.00040758241591306015
182.0,1.7114689638559588,0.0012329918229808455
217.0,1.9404217806950352,0.0018700475859819183
60.0,0.2762586043053869,0.000442645654557977
171.0,1.6292091481014213,0.0008594533924174312
15.0,0.019310815108290004,0.0004200507286424801
77.0,0.4306338685869726,0.00044516787850557043
58.0,0.2528148506111305,0.00041886055668617276
35.0,0.09825536544896568,0.000409751168440273
134.0,1.1510436125274293,0.0006793452461990584
21.0,0.03623369924431007,0.00044249913784558917
40.0,0.1211516144022703,0.0004416886486215039
214.0,1.8995625554770001,0.0021079989978591237
46.0,0.16178333728748567,0.0004345222393767123
140.0,1.2375295282943837,0.0007107045293233841
118.0,0.9361579326688244,0.0008678799537566963
27.0,0.05942013426410318,0.0004134883194468747
17.0,0.0241168924235461,0.000419151983611986
136.0,1.1723139559144367,0.0006208595695148062
79.0,0.45096384229007636,0.0004912090312272293
9.0,0.007495396936180217,0.0004146213480603722
