# n, config_file, trace_file, graph_file, save_dir, Sample Rate (kS/s), Duration (ms), Trigger Channel, Trigger Level (V), Trigger Edge, channels
# 220, Z:/Tweezer/Code/Python 3.5/PyDex/monitor/DEoptimiseConfig.dat, DAQtrace.csv, 185MHz.csv, Z:\Tweezer\Code\Python 3.5\PyDex\awg\AWG_power_calibration, 200.0, 300.0, /Dev2/PFI0, 1.0, rising, [[Dev2/ai1, 940 tweezer, 1.0, 0.0, 5.0, 1, 1]]
# name, start index, end index, [channels]; ...
# Slice0, 24000, 37999, ['Dev2/ai1']; Slice1, 4000, 18000, ['Dev2/ai1']
# Run, Slice0//Dev2/ai1 mean, Slice1//Dev2/ai1 mean, Slice0//Dev2/ai1 stdv, Slice1//Dev2/ai1 stdv
58.0,0.09041274338820225,0.5552496077519924,0.001826643073281994,0.001819504823504367
206.0,0.6478638671826118,0.555172865699799,0.0018235597161378719,0.00180680970773366
68.0,0.11454198647646342,0.5556158488509105,0.0017785670797028164,0.0018220716998920575
201.0,0.6277492146459887,0.5556182470399772,0.0018454890550568342,0.001803313066420063
64.0,0.10453720842143259,0.5558496840470825,0.0017711802949076404,0.0018124463696596864
6.0,0.021017345404014284,0.5557492187317794,0.0017835959917488335,0.0018172452123902834
145.0,0.393341408348193,0.5534949091966316,0.0018042964397971442,0.0018294914204089058
114.0,0.2673673139421874,0.5560685540730123,0.0017792336807466154,0.001826068192470239
118.0,0.2830724178177931,0.555753721214222,0.0017831841181984837,0.0017897739415143248
218.0,0.6891398008499634,0.5570135346390089,0.0018588743555104468,0.001788883368732803
112.0,0.2609929215310309,0.5564856508891457,0.0017795042062700814,0.0018220427426833103
8.0,0.0217563926305647,0.556188063831558,0.0017932477077230102,0.0018377267784313923
31.0,0.04110019147647278,0.5554695710696668,0.0017910246709868965,0.0018017578942428041
120.0,0.29062281772755727,0.5559008454153231,0.001771499857765479,0.0018343075605295788
222.0,0.6999131802441587,0.5555648050409535,0.0019577861647630686,0.0017898276964245458
199.0,0.620760320852867,0.554977248704175,0.0018693759751181494,0.0018069400625794444
226.0,0.7116480441027849,0.5543535549495204,0.001837440052533365,0.0018122651187285933
203.0,0.6382233735679584,0.5571571556034209,0.0018555970889648707,0.0018423114116384177
212.0,0.6705970605219411,0.5565406211459608,0.0018444576937976889,0.0018107645653536056
51.0,0.07353405718247275,0.5563336362631268,0.001755559246911457,0.0018205715146881116
185.0,0.5683621608417115,0.5556560185190073,0.001794492928046716,0.0018624867668517386
137.0,0.3624638555441587,0.5558725608904921,0.0018064039701327075,0.0018173216869505258
20.0,0.02856098346385151,0.5551825877704386,0.0017808194009856703,0.0018073555623485315
4.0,0.020624590628628953,0.5552088502926454,0.001768394512579679,0.001828023271680283
183.0,0.5591331051666515,0.555619540181068,0.0017992935068891014,0.0017717776221781035
77.0,0.14151190997330387,0.5553999060267543,0.0018033436117769485,0.0018500447325289378
87.0,0.17102101451253882,0.5551047524264024,0.0017892684110710148,0.0018662970498961428
174.0,0.5171341708349351,0.5543503456083874,0.0017848179372856002,0.0018683624881222162
139.0,0.3697168361356666,0.5545929388964613,0.0017729073740604846,0.0018081572106644086
197.0,0.6112914163863596,0.5533110245189012,0.002003111614697722,0.0018011683695945827
164.0,0.47534936387720456,0.5529462529002823,0.0018724056325234695,0.0018168430970512798
33.0,0.04354853968189952,0.5543289147317797,0.0017899670978240938,0.0017956385217468126
158.0,0.45236716112631,0.5547795156595716,0.00178472801418098,0.0018580572813259974
181.0,0.549777430333736,0.5547169981604169,0.0018234971958241803,0.0017914941034430304
160.0,0.4588873496851768,0.5535641392737556,0.0018186071364541079,0.0018208794276542665
210.0,0.6578640681093247,0.5522703279997075,0.0017863305948069455,0.0017993641678254561
191.0,0.5881502459283982,0.551586785323035,0.0018135337222908922,0.0018445481800443881
133.0,0.34533393633782816,0.5534957085929308,0.001840564950921678,0.0018078750946162565
189.0,0.5823947448823168,0.5544876889591028,0.001826600671594472,0.001849414589868844
116.0,0.27620010706768594,0.5563232205986142,0.0018039856525566519,0.001838568365661224
101.0,0.21741083007693218,0.5543873529580424,0.0017768952346680622,0.0018146836689823147
74.0,0.13016763642186804,0.5554165405250042,0.0017779165846154579,0.0018820306791700857
106.0,0.2379678021227184,0.5536003354713995,0.0017810140737743192,0.0018378139054759147
