# n, config_file, trace_file, graph_file, save_dir, Sample Rate (kS/s), Duration (ms), Trigger Channel, Trigger Level (V), Trigger Edge, channels
# 220, Z:/Tweezer/Code/Python 3.5/PyDex/monitor/DEoptimiseConfig.dat, DAQtrace.csv, 124MHz.csv, Z:\Tweezer\Code\Python 3.5\PyDex\awg\AWG_power_calibration, 200.0, 300.0, /Dev2/PFI0, 1.0, rising, [[Dev2/ai1, 940 tweezer, 1.0, 0.0, 5.0, 1, 1]]
# name, start index, end index, [channels]; ...
# Slice0, 24000, 37999, ['Dev2/ai1']; Slice1, 4000, 18000, ['Dev2/ai1']
# Run, Slice0//Dev2/ai1 mean, Slice1//Dev2/ai1 mean, Slice0//Dev2/ai1 stdv, Slice1//Dev2/ai1 stdv
58.0,0.0479909469571784,0.5570717142373137,0.0017732742296518189,0.0018029818267241212
206.0,0.2631558889635661,0.5552376285621212,0.0017638415930108324,0.0018047085391399002
68.0,0.05752157846299755,0.5546550331854715,0.0017309721187246097,0.0017929667751350852
201.0,0.25605801503158215,0.5560020278361834,0.001777466552924518,0.001816280874184478
64.0,0.05346105103244798,0.5552409907291442,0.0017694682524096287,0.001778253343430224
6.0,0.020301799743156056,0.5542298013370488,0.001751462532193856,0.0017830633521314664
145.0,0.17215987063834712,0.5546719145560195,0.001737084318764874,0.001800371340963408
114.0,0.11927642945379589,0.5520746992493432,0.0017702379687852413,0.0018016288294978148
118.0,0.12539772355390758,0.5510760298211859,0.0017928220790691975,0.001802277477425232
218.0,0.27489427092148583,0.5534531760034767,0.0017747157154182844,0.0017989762601887407
112.0,0.11618178214914074,0.5529103505984363,0.0017653453381783714,0.0018076927282190348
8.0,0.020527069125307884,0.5534336495714264,0.0017625634120170411,0.0017885062084249102
31.0,0.028141658632713996,0.5512595265555981,0.0017367507189669157,0.0017779305291318194
120.0,0.12875013569406,0.5524605138013725,0.0017791742731700115,0.0018138242299177696
222.0,0.2783327893734515,0.5528172914558521,0.0017842735213879945,0.0017766595691644808
199.0,0.25224114372978945,0.5537056089203054,0.001787591148793541,0.0018157862880106423
226.0,0.28256159077716264,0.5523151177081034,0.0017450939687702518,0.0017697343777008183
203.0,0.25811249196172087,0.553831055371838,0.001765754750417404,0.0017876294274737235
212.0,0.2696102502166669,0.554571778404296,0.001823946035321233,0.0018454382782512652
51.0,0.04134521205206273,0.5534393511483886,0.0017573248216753098,0.001754149942385057
185.0,0.23488760340864187,0.5540760938723991,0.0017709135641533788,0.0018097547215121482
137.0,0.15815588708457007,0.5519071551743581,0.0017424807278556788,0.0017574320413812129
20.0,0.023480659810383178,0.5525559946445776,0.0017530660935045118,0.0018179817562079953
4.0,0.020246731542872973,0.5518149306961572,0.0017645169979053229,0.0018283189924312969
183.0,0.2317925560395455,0.5513957060787764,0.0017864889211364223,0.0018569660001063922
77.0,0.06790867105199168,0.5517451951183006,0.0017536434299223467,0.0017438321377830192
87.0,0.08020319974027325,0.5523810326413082,0.0017533275493478385,0.0017654607536071775
174.0,0.21861613491408685,0.5527909348872242,0.0017916730316589683,0.0017823769125556196
139.0,0.16158470586748755,0.5512694249635587,0.0017499187405019048,0.0017661823075284101
197.0,0.24956890118316213,0.5506924606334302,0.001771341852601366,0.0017681705149821332
164.0,0.20440101281844947,0.5520098070731235,0.0017570257492885203,0.0017538531739098985
33.0,0.029204801738638313,0.5522940865301023,0.0017673067168684222,0.0017943310605784098
158.0,0.19466442695000993,0.5514372276664942,0.0017682709925914057,0.0017855537342423768
181.0,0.22957276873075386,0.5520202227376338,0.0017808995576860252,0.001759973978572115
160.0,0.19812663477396908,0.5522644618410117,0.0017901537168990428,0.0017922444330831357
210.0,0.266226541365769,0.552303644019143,0.0018113767819066518,0.0018124732946775588
191.0,0.24107020918397498,0.5492863106653002,0.0017621606335741834,0.001797233663637433
133.0,0.1513145913108273,0.5500150897688987,0.0017668584164295543,0.0017832168969677846
189.0,0.2400553857747146,0.5515845634713132,0.0019123119446958767,0.0018320882410218923
116.0,0.12272475242467078,0.553024182290748,0.0017576630037192179,0.0017908918382852697
101.0,0.0987595381276337,0.5514328780097536,0.0018003242138611396,0.0017804703376272215
74.0,0.06360500408056613,0.5508045407068345,0.0017525464171354438,0.0017773620204864472
106.0,0.10721913808842153,0.5519792889411259,0.0017851696959540083,0.0017757231327795728
195.0,0.24680127683560757,0.5505042968351649,0.0017971114039355893,0.0018065189495056167
16.0,0.022179902831422373,0.5511646922832658,0.0017290387524442666,0.0017866305167791863
122.0,0.1318362006671796,0.551478467114644,0.0018072600047134384,0.0018082412140302943
166.0,0.20622411851028982,0.5499285198445327,0.0017567198124208096,0.0017893894790707568
178.0,0.22394592400456953,0.5517162757793003,0.0017117662863635355,0.0018358746061895546
26.0,0.025483242429408682,0.5502680987197723,0.001753805091863143,0.0018221676675296465
2.0,0.020073426602547774,0.550481702131724,0.0017702029663403303,0.001754091639681174
104.0,0.10381650154686654,0.5494046683510472,0.0017851583445689292,0.001803089054017734
29.0,0.02711592522304858,0.5473383815703913,0.001759418552263628,0.001837001539653958
99.0,0.09544930896800433,0.5493141367126249,0.0017503895514345284,0.0018652039353797983
228.0,0.28188567666498715,0.5498676481623129,0.0019503328849636078,0.0018111474009801917
126.0,0.13777202173089154,0.5493239528295155,0.0017719951362949065,0.0017870482572693931
49.0,0.039348637068449516,0.5488174646960597,0.0017701711114837815,0.0018325843990370386
153.0,0.18417501504905698,0.5485484090393088,0.0017842635930821417,0.0017644403030592502
108.0,0.10928209127735272,0.5475198210334705,0.0018035477421297294,0.0018196267615921903
18.0,0.022677973776867928,0.5494304959071892,0.0017637175080169934,0.0017931701730108393
72.0,0.06114889644765537,0.5491875264358193,0.0017630640086220115,0.0020825714019205304
95.0,0.08997315005566145,0.5489215860726383,0.001767280263008079,0.0017700449624739093
156.0,0.19043211071271227,0.5487963159594859,0.0017524649544863637,0.001731794533717534
12.0,0.021181891631923654,0.5485841702709493,0.0017480261318025651,0.00178534906840821
66.0,0.054862691946062116,0.5486641804427228,0.0017528503075124272,0.0018276720355873855
56.0,0.04579012349021537,0.5478312094294027,0.001766571331093001,0.001837256622379042
147.0,0.17350799535579575,0.5475540304956766,0.0017520490801328093,0.0018540527632440787
176.0,0.21956510923107492,0.5482391954713606,0.0017829864098777447,0.0017632892303564344
224.0,0.2784765851271595,0.5488948533178094,0.0017741235855319084,0.001814072035634008
47.0,0.037977057950776535,0.5494810812391483,0.0017474338338817942,0.0018041683901411601
162.0,0.20045030388128174,0.5503962019877925,0.001766425594129501,0.0017828876107142163
45.0,0.03663808005565007,0.5502185126331035,0.0017894919517491533,0.0017833084240886869
62.0,0.051156557319055794,0.5484481553303204,0.0017667062588711984,0.0017693079116273742
22.0,0.02396810273452638,0.5482562296676244,0.0017210813344645864,0.0018139458671494304
43.0,0.035088305227331626,0.5495551194495887,0.0017596438450106992,0.0017378810982271358
79.0,0.06981898744732364,0.5466094261328283,0.0017565223337626303,0.0017863727428025868
230.0,0.282281911503076,0.547505937399503,0.0017742461313592075,0.0018072716048910511
83.0,0.07468766782846634,0.5483396372737644,0.0017654456108382845,0.0018153397211413615
70.0,0.0591818424158069,0.5503251144901927,0.0017566894496457502,0.0018158707918255377
151.0,0.18063440209052942,0.5482438272680032,0.001784254067642092,0.0017786827306839714
141.0,0.1639694507540321,0.5480800803272763,0.0017869942328466665,0.001824110554303762
168.0,0.2084820443785505,0.5471937848750636,0.0018057149872425919,0.0018415183505286355
193.0,0.24232926551629577,0.5470471426655134,0.0018296172191015394,0.001835536963467019
143.0,0.16765538775987812,0.5486624523356238,0.0017706763663011386,0.0017545904181911465
54.0,0.0441650825083808,0.5488867535515194,0.0017533255501510513,0.0017668065117566367
10.0,0.02085586766456771,0.5485182788497858,0.0017332601129445404,0.0017624054778545431
52.0,0.04236600767262022,0.5470924613857587,0.0017578858199424846,0.0018042384305448544
1.0,0.040057328603637275,0.5474073882858549,0.0017523279796307718,0.0017982991825805862
91.0,0.08452731159510019,0.5477134512912915,0.0017275726113467967,0.0018341994384819173
214.0,0.26759094919617427,0.5479430191179328,0.0017669538624394254,0.001787355273403154
216.0,0.2708441355733707,0.5486426437641032,0.0018210574835153769,0.00181690507488206
